순번,금융 상품명,전처리 대출 한도,대출 한도,전처리 이자율,이자율 ,전처리 최대 상환 기간,최대 상환 기간,상환 방법,대출종류명,대상,금융회사 명,지역,전처리 된 연령 시작,전처리 된 연령 끝,연령 제한,수급자여부,전처리 소득 시작 조건,전처리 소득 끝 조건,전처리 신용점수 시작,전처리 신용점수 이하,대출 조건,신청 방법,보증료율,연락처,상품 기간
191,진안군 소상공인 특례보증,3000,3000,3.5,대출실행 은행에 문의,4,4,원금균등분할상환,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,,사업장 소재 전북신용보증재단 각 지점 방문,,관련 사이트 참조,한도 소진 시까지
192,부안군 소상공인 특례보증(청년소상공인),5000,① Track1(일반 소상공인) 같은기업당 최대 3천만원② Track2(청년 소상공인) 같은기업당 최대 5천만원,3.5,대출실행 은행에 문의,4,4,원금균등분할상환,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,,사업장 소재 전북신용보증재단 각 지점 방문,-,관련 사이트 참조,한도 소진 시까지
193,김제시 소상공인 특례보증,3000,3000,3.5,대출실행 은행에 문의,0,,,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,,사업장 소재 전북신용보증재단 각 지점 방문,-,관련 사이트 참조,한도 소진 시까지
194,스마트·혁신성장 소상공인 지원 특례보증,"10,000","(Track1) 7,000(Track2) 10,000",0,-,0,-,-,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,사업장 소재 전북신용보증재단 각 지점 방문,-,"전북신보 전주본점(230-3333), 덕진지점(230-3385), 군산지점(452-0341), 익산지점(838-9377), 정읍지점(533-6411), 남원지점(633-7611), 김제지점(547-6411), 무진장지점(433-8403), 취급은행 각 영업점",2021.4.19. ~ 자금 소진시 까지
195,코로나 금융사각지대 특례보증,1000,1000,0,-,3,"2,3",거치기간 후 원금균등분할상환,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,없음,사업장 소재 전북신용보증재단 각 지점 방문,-,"전북신보 전주본점(230-3333), 덕진지점(230-3385), 군산지점(452-0341), 익산지점(838-9377), 정읍지점(533-6411), 남원지점(633-7611), 김제지점(547-6411), 무진장지점(433-8403), 취급은행 각 영업점",한도 소진 시까지
196,전라북도 천년명가 육성 특례보증 시행 안내,10000,10000,3.5,대출실행 은행에 문의,0,,,운영·시설,"사업자, 소상공인",전북신용보증재단,전북,0,99,없음,1,0,999999,0,1000,,사업장 소재 전북신용보증재단 각 지점 방문,-,관련 사이트 참조,한도 소진 시까지
197,창업 두드림(DO DREAM) 특별보증(우대 창업기업),"5,000","TRACK 1(일반 창업기업)3,000TRACK 2(우대 창업기업)5,000",0,-,6,6,"분할상환, 만기일시상환",운전자금,"사업자, 소상공인",제주신용보증재단,제주,0,99,없음,1,0,999999,0,1000,없음,제주신용보증재단 방문 및 상담,-,제주신용보증재단(064-750-4800),한도 소진 시까지
198,골목상권 해드림 특별보증,3000,3000,0,-,10,1~10,"분할상환, 만기일시상환","운전자금, 시설자금","사업자, 소상공인",제주신용보증재단,제주,0,99,없음,1,0,999999,0,1000,없음,제주신용보증재단 방문 및 상담,-,제주신용보증재단(064-750-4800),한도 소진 시까지
199,경영안정 지원자금,50000,50000,0,-,2,2,"균등분할상환, 만기일시상환",운영·시설,사업자,제주특별자치도 경제통상진흥원,제주,0,99,없음,1,0,999999,0,1000,없음,경제통상진흥원 방문 또는 융자관리 시스템 홈페이지(http://1.212.249.35/hext) 비대면 신청 가능,-,"제주시 경제통상진흥원 064-805-3370~1, 서귀포시 제주국제컨벤션센터 064-805-3380",기관 문의
200,제주특별자치도 중소기업경영안정지원자금,50000,50000,0,-,6,6,대출 실행시 수요자와 은행과의 협의에 의함,운영·시설,"사업자, 소상공인 등",제주특별자치도 경제통상진흥원,제주,0,99,없음,1,0,999999,0,1000,없음,"제주특별자치도 경제통상진흥원 방문, 융자관리 시스템 홈페이지 비대면 신청",-,"제주특별자치도 소상공인기업과 064-710-2634~5, 제주특별자치도 경제통상진흥원 제주시 064-805-3370~1, 서귀포시 064-805-3380",없음
201,중소기업취업청년 전월세보증금대출,10000,10000,1.2,1.2,0,0,"만기일시상환(4회 연장 가능, 최장10년이용가능)",주거,"근로자, 사업자, 청년",주택도시보증공사,전국,0,34,만 34세 이하 (전역자는 만 39세 이하),1,0,5000,0,1000,"부부합산 연소득 5,000만원 이하 (외벌이 가구 또는 단독세대주 3,500만원 이하)","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
202,주거안정 월세대출(우대형),960,960,1,(우대형) 1.0(일반형) 1.5,0,0,"만기일시상환(4회 연장 가능, 최장10년이용가능)",주거,"근로자, 사업자, 취업준비생 등",주택도시보증공사,전국,0,99,없음 (우대형 일부 해당),1,0,5000,0,1000,"부부합산 연소득 5,000만원 이하 (일반형)","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
203,주거안정 월세대출(일반형),960,960,1.5,(우대형) 1.0(일반형) 1.5,0,0,"만기일시상환(4회 연장 가능, 최장10년이용가능)",주거,"근로자, 사업자, 취업준비생 등",주택도시보증공사,전국,0,99,없음 (우대형 일부 해당),1,0,5000,0,1000,"부부합산 연소득 5,000만원 이하 (일반형)","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
204,청년전용 보증부월세 대출,3500,3500,1.3,(보증금) 1.3(월세금) ~20만원 : 020만원 초과 : 1.0,0,0,"만기일시상환(4회 연장 가능, 최장10년이용가능)",주거,"근로자, 사업자, 청년",주택도시보증공사,전국,19,34,만 19세 이상 만 34세 이하,1,0,5000,0,1000,부부합산 연소득 5천만원 이하,"- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
205,청년전용 버팀목전세자금,20000,20000,1.8,연 1.5%~2.1%,0,0,"만기일시상환, 혼합상환 (4회 연장가능, 최장 10년이용가능)",주거,"근로자, 사업자, 청년",주택도시보증공사,전국,19,34,만 19세 이상 만 34세 이하,1,0,5000,0,1000,대출신청인과 배우자의 합산 총소득이 5천만원 이하인 자,"- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
206,신혼부부전용 전세자금,30000,30000,1.8,연 1.2% ∼ 연 2.1%,0,0,"만기일시상환, 혼합상환 (4회 연장가능, 최장 10년이용가능)",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,6000,0,1000,대출신청인과 배우자의 합산 총소득이 6천만원 이하인 자,"- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청 -기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
207,버팀목전세자금,12000,12000,2.1,1.8.~2.4,0,0,"만기일시상환, 혼합상환 (4회 연장가능, 최장 10년이용가능)",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,5000,0,1000,"부부합산 연소득 5,000만원 이하","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
208,노후고시원거주자 주거이전대출,5000,5000,1.8,1.8,0,0,"만기일시상환, 혼합상환 (4회 연장가능, 최장 10년이용가능)",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,4000,0,1000,"부부합산 연소득 4,000만원 이하",우리은행 지점 방문 신청,최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
209,신혼부부전용 구입자금,40000,40000,2.27,1.85~2.7,29,"10, 15, 20, 309, 14, 19, 29","원(리)금균등분할상환, 체증식분할상환",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,7000,0,1000,"부부합산 연소득 7,000만원 이하","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
210,신혼희망타운전용 주택담보장기대출,40000,40000,1.3,1.3,29,"19, 29",원리금균등분할상환,주거,기타,주택도시보증공사,전국,0,99,없음,1,0,999999,0,1000,없음,"주택도시기금 3개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행) 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
211,내집마련디딤돌대출,25000,25000,2.57,2.15~3.00,29,"10, 15, 20, 309, 14, 19, 29","원(리)금균등분할상환, 체증식분할상환",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,7000,0,1000,"부부합산 연소득 6,000만원 이하 (생애최초 주택구입자, 2자녀이상 가구 또는 신혼가구는 연소득 7,000만원 이하)","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 주택금융공사 홈페이지 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 한국주택금융공사 1688-8114, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
212,수익공유형모기지,20000,20000,1.5,1.5,19,"17, 19",원리금균등분할상환,주거,"근로자, 사업자",주택도시보증공사,"서울, 인천, 경기, 부산, 대구, 광주, 대전, 울산, 전남, 경남, 경북, 충남, 충북, 세종",0,99,없음,1,0,7000,0,1000,"부부합산 연소득 6,000만원 이하 (생애최초주택구입자는 7,000만원 이하)","주택도시기금 3개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행) 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
213,손익공유형모기지,20000,20000,1.05,최초 5년간 1.05년 이후 2.0,0,0,만기일시상환,주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,7000,0,1000,"부부합산 연소득 6,000만원 이하 (생애최초주택구입자는 7,000만원 이하)","주택도시기금 3개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행) 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
214,오피스텔구입자금,7500,7500,2.8,2.8,0,0,"만기일시상환(9회 연장 가능, 최장20년이용가능)",주거,"근로자, 사업자",주택도시보증공사,전국,0,99,없음,1,0,6000,0,1000,"부부합산 연소득 6,000만원 이하","- 주택도시기금 5개 수탁은행 지점 방문(우리은행, 국민은행, 신한은행, 기업은행, 농협은행) 신청- 기금e든든 홈페이지 신청",최대 10%(경과기간에 따라 상이),"우리은행 1599-0800, 국민은행 1599-1771, 신한은행 1599-8000, 기업은행 1566-2566, 농협은행 1588-2100, 국토교통부 1599-0001, 주택도시보증공사 1566-9009",상시
215,사업자햇살론 사업운영자금,2000,2000,9.41,은행별 상이,4,4,원금균등분할상환,운영·시설,"사업자, 농림어업인",지역신용보증재단,전국,0,99,없음,1,0,999999,0,1000,,저축은행·상호금융 각 지점 방문,-,"농협 1588-2100, 신협 1644-6000, 수협 1588-1515, 1644-1515, 새마을금고 1599-9000, 1588-8801, 산림조합 1544-4200, 저축은행중앙회 02-397-8600, 지역신용보증재단 1588-7365",상시
216,사업자햇살론 대환자금,3000,3000,9.41,은행별 상이,5,5,원금균등분할상환,저금리전환,"사업자, 농림어업인",지역신용보증재단,전국,0,99,없음,1,0,999999,0,1000,,저축은행·상호금융 각 지점 방문,-,"농협 1588-2100, 신협 1644-6000, 수협 1588-1515, 1644-1515, 새마을금고 1599-9000, 1588-8801, 산림조합 1544-4200, 저축은행중앙회 02-397-8600, 지역신용보증재단 1588-7365",상시
217,사업자햇살론 창업자금,5000,5000,9.41,은행별 상이,4,4,원금균등분할상환,창업,"사업자, 농림어업인",지역신용보증재단,전국,0,99,없음,1,0,999999,0,1000,,저축은행·상호금융 각 지점 방문,-,"농협 1588-2100, 신협 1644-6000, 수협 1588-1515, 1644-1515, 새마을금고 1599-9000, 1588-8801, 산림조합 1544-4200, 저축은행중앙회 02-397-8600, 지역신용보증재단 1588-7365",상시
218,장애인기업 특례보증,10000,10000,0,-,0,-,"분할상환, 만기일시상환",운영·시설,"사업자,소상공인",지역신용보증재단,전국,0,99,없음,1,0,999999,0,1000,없음,지역신용보증재단 각 지점 방문,-,"지역신용보증재단: (서울) 1588-6119, (강원) 033-260-0001, (경기) 1577-5900, (경남) 055-212-1250, (경북) 054-474-7100, (광주) 062-950-0011, (대구) 053-560-6300, (대전) 042-380-3800, (부산) 051-860-6600, (울산) 052-289-2300, (인천) 1577-3790, (전남) 061-729-0600, (전북) 063-230-3333, (제주) 064-758-5740, (충남) 041-530-3800, (충북) 043-249-5700",2008.7.1~별도 통보시
